id,store_code,substore_code,sap_store_code,sappayer_store_code,sales_base_code,sales_base_name,pref_code,sales_code,sales_name,intreatment_code,chain_code,chain_name,conflict_code,trading_halts_date,conflict_cl_type,conflict_care_type,shipment_dp_cl,shipment_dp_care,store_name_kanji,store_name_ryaku,store_name_kana,payer_name,postal_code,addr01,addr02,addr03,tel,fax,partner_store_id,deliverynote_no,create_date,discriminator_type,sap_create_date,sap_update_date,update_date,_BATCH_ID_,_BATCH_LAST_RUN_,JJ物販,JJ定期便,クーパー,アルコン,ボシュロム
16127,294376,0,294376,0000294376,22,東海営業１課,23,4562,山本　祐輔,0,,,1,,1,1,71,78,中日本メルス営業課　ＭＥＬＳ用一般,中日本メルス用一般,ﾅｶﾆﾎﾝﾒﾙｽｴｲｷﾞｮｳｶMELSﾖｳｲｯﾊﾟﾝ,中日本メルス営業課　ＭＥＬＳ用一般,4600006,名古屋市中区葵３－２１－１９,,,052-935-1525,052-935-1519,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16128,294384,0,294384,0000294384,85,（旧）西日本メルス営業課,27,2062,吉福　央,0,,,1,,1,1,71,78,西日本メルス営業課　ＭＥＬＳ用一般,西日本メルス用一般,ﾆｼﾆﾎﾝﾒﾙｽｴｲｷﾞｮｳｶMELSﾖｳｲｯﾊﾟﾝ,西日本メルス営業課　ＭＥＬＳ用一般,5300001,大阪市北区梅田三丁目４番５号,毎日インテシオ３階,,06-6455-0091,06-6455-0092,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2017-12-01 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16129,294392,0,294392,0000294392,85,（旧）西日本メルス営業課,40,2062,吉福　央,0,,,1,,1,1,74,78,旧）九州メルス営業　ＭＥＬＳ用一般,旧）九州メルス用一般,ｷｭｳｼｭｳﾒﾙｽｴｲｷﾞｮｳMELSﾖｳｲｯﾊﾟﾝ,旧）九州メルス営業　ＭＥＬＳ用一般,8100041,福岡市中央区大名二丁目６－５０,福岡大名ガーデンシティ６階,,092-753-5070,092-753-5560,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2025-02-21 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16130,294407,0,294407,0000294407,29,岡山第１営業チーム,33,5542,濵野　竣太郎,0,,,2,,0,0,74,78,庄コンタクト（倉敷）,庄コンタクト（倉敷）,ｼｮｳ ｺﾝﾀｸﾄ (ｸﾗｼｷ),庄コンタクト（倉敷）,7010112,岡山県倉敷市下庄,３１８－１,まんだい眼科隣,086-462-4411,086-462-2266,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2023-04-03 00:00:00,2025-04-13 22:30:19,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16131,294480,0,294480,0000294480,25,東海営業２課,23,5357,塩田　優馬,0,,,2,,1,1,71,78,猪子石コンタクト,猪子石コンタクト,ｲﾉｺｲｼｺﾝﾀｸﾄ,猪子石コンタクト,4650008,名古屋市名東区猪子石原１－１４０２,,,052-775-3335,052-775-3335,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,True,False,True,False,True
16132,294498,0,294498,0000294498,95,ケア関東営業２課,14,2041,池田　佳隆,0,406,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸ,2,,0,1,71,78,（株）Ｐａｌｔａｃ　横浜支社海老名物流Ｃ,ＰＡＬＴＡＣ海老名,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸ ｴﾋﾞﾅﾌﾞﾂﾘｭｳｾﾝﾀｰ,（株）Ｐａｌｔａｃ　横浜支社海老名物流Ｃ,2430431,神奈川県海老名市上今泉２－９－６,,,0462-33-5906,0462-33-9844,,0,2020-11-25 15:34:37,storemaster,2011-06-06 09:00:00,2013-04-02 09:00:00,2020-11-26 16:47:09,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16133,294498,1,707175,0000294498,95,ケア関東営業２課,13,3965,中嶋　成佳,0,406,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸ,2,,0,1,71,78,丹平中田（株）西部物流Ｃ（Ｐａｌｔａｃ）,丹平中田西部物流Ｃ,ﾀﾝﾍﾟｲﾅｶﾀ(ｶﾌﾞ)ｾｲﾌﾞﾌﾞﾂﾘｭｳ,丹平中田（株）西部物流Ｃ（Ｐａｌｔａｃ）,1920032,東京都八王子市石川町２６６４番地１,,,042-660-8025,,,0,2020-11-25 15:34:37,storemaster,2011-06-06 09:00:00,2011-07-12 09:00:00,2020-11-26 16:47:09,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16134,294502,0,294502,0000294502,95,ケア関東営業２課,11,3965,中嶋　成佳,0,406,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸ,2,,0,1,71,78,（株）Ｐａｌｔａｃ　加須物流センター,ＰＡＬＴＡＣ加須物流,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸ ｶｿﾞﾌﾞﾂﾘｭｳｾﾝﾀｰ,（株）Ｐａｌｔａｃ　加須物流センター,3470010,埼玉県加須市大桑２－１６－１,,,0480-76-2145,0480-76-2138,,0,2020-11-25 15:34:37,storemaster,2011-06-06 09:00:00,2011-07-12 09:00:00,2020-11-26 16:47:09,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16135,294544,0,294544,0000317621,257,キーアカウント営業チーム,13,5381,近内　大樹,0,360,ﾍﾞｽﾄﾒﾃﾞｨｶﾙｻｰﾋﾞｽ,2,,0,0,71,78,すばるコンタクト,すばるコンタクト,ｽﾊﾞﾙｺﾝﾀｸﾄ,ベストメディカルサービス株式会社,1730016,東京都板橋区中板橋２０番５－３０２号,,,03-5944-3750,03-5944-3752,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2022-04-04 00:00:00,2022-05-13 22:30:12,1409.0,2026-05-26 05:10:04,True,False,True,True,False
16136,294616,0,294616,0000294616,97,ケア関西・中部営業課,37,4233,三好　紘平,0,406,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸ,2,,0,1,71,78,（株）Ｐａｌｔａｃ　四国支店,ＰＡＬタック四国支店,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸ ｼｺｸｼﾃﾝ,（株）Ｐａｌｔａｃ　四国支店,7611403,香川県高松市香南町吉光３５－１,,,087-879-6611,087-879-6888,,0,2020-11-25 15:34:37,storemaster,2011-06-06 09:00:00,2011-07-12 09:00:00,2020-11-26 16:47:09,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16137,294632,0,294632,0000294632,64,（旧）レンズケア中部営業課,23,4309,古家　博史,0,406,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸ,2,,0,0,71,78,（株）Ｐａｌｔａｃ　名古屋支店,ＰＡＬＴＡＣ　名古屋,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸKS ﾅｺﾞﾔｼﾃﾝ,（株）Ｐａｌｔａｃ　名古屋支店,4640850,名古屋市千種区今池３－１２－２０,,,052-745-8770,052-741-5667,,0,2020-11-25 15:34:37,storemaster,2011-06-06 09:00:00,2013-04-02 09:00:00,2020-11-26 16:47:09,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16138,294640,0,294640,0000294640,57,ケア関東営業１課,1,3967,瀧沢　崇,0,406,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸ,2,,0,1,75,78,（株）Ｐａｌｔａｃ　札幌支店,ＰＡＬＴＡＣ札幌支店,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸ ｻｯﾎﾟﾛｼﾃﾝ,（株）Ｐａｌｔａｃ　札幌支店,600906,北海道札幌市東区北六条東３－３－１,,,011-721-1171,011-721-1175,,0,2020-11-25 15:34:37,storemaster,2011-06-06 09:00:00,2011-07-12 09:00:00,2020-11-26 16:47:09,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16139,294657,0,294657,0000294657,57,ケア関東営業１課,4,1468,河原　靖朗,0,406,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸ,2,,0,1,75,78,（株）Ｐａｌｔａｃ　東北支社,ＰＡＬＴＡＣ東北支社,(ｶﾌﾞ)ﾊﾟﾙﾀｯｸ ﾄｳﾎｸｼｼｬ,（株）Ｐａｌｔａｃ　東北支社,9840015,宮城県仙台市若林区卸町２－１０－３,,,022-284-8118,022-284-8655,,0,2020-11-25 15:34:37,storemaster,2011-06-06 09:00:00,2011-07-12 09:00:00,2020-11-26 16:47:09,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16140,294665,0,294665,0000294665,226,首都圏営業３課,14,4005,秋葉　真哉,0,255,ｱｲｼﾃｨ,2,,1,1,75,78,アイシティ　トレッサ横浜店,アイＣトレッサ横浜,ｱｲｼﾃｨﾄﾚｯｻﾖｺﾊﾏﾃﾝ,アイシティ　トレッサ横浜店,2220002,神奈川県横浜市港北区師岡町,７００,トレッサ横浜南棟１Ｆ,045-533-5140,045-533-5139,0487,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-05-11 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,True,False,True,False,True
16141,294673,0,294673,0000294673,226,首都圏営業３課,14,4005,秋葉　真哉,0,422,ｼﾝﾒｶﾞｺﾝ,2,,1,0,71,78,メガコン　平塚店（代引き）,メガコン　平塚店,ﾒｶﾞｺﾝﾋﾗﾂｶﾃﾝ,メガコン　平塚店（代引き）,2540042,神奈川県平塚市明石町１０－７,,,0463-24-5115,0463-24-5115,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16142,294720,0,294720,0000294720,11,西ブロック２課,35,2732,芳賀　隆博,0,190,(ｶﾌﾞ)ﾆﾎﾝｵﾌﾟﾁｶﾙ,2,,1,1,74,78,ハートアップ５ミニ徳山店,５ミニ徳山,ﾊｰﾄｱｯﾌﾟ5ﾐﾆﾄｸﾔﾏﾃﾝ,ハートアップ５ミニ徳山店,7450035,山口県周南市有楽町２３番地,近鉄徳山ビル１階,,0834-21-6050,0834-21-6051,000296,0,2020-11-25 15:34:37,storemaster,2011-06-06 09:00:00,2012-06-27 09:00:00,2020-11-26 16:47:09,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16143,294753,0,294753,0000294753,41,東ブロック１課,12,2245,秋田　剛,0,195,ﾁｭｳｵｳｺﾝﾀｸﾄ,2,,1,1,71,78,中央コンタクト津田沼店,中央コンタクト津田沼,ﾁｭｳｵｳｺﾝﾀｸﾄﾂﾀﾞﾇﾏﾃﾝ,中央コンタクト津田沼店,2750026,千葉県習志野市谷津１－１６－１,モリシア津田沼１Ｆ,,047-470-8588,047-493-9981,136,0,2020-11-25 15:34:37,storemaster,2011-06-06 09:00:00,2011-07-12 09:00:00,2020-11-26 16:47:09,1409.0,2026-05-26 05:10:04,False,False,True,False,False
16144,294761,0,294761,0000294761,19,宇都宮営業チーム,10,4431,河村　真太郎,0,,,2,,0,0,75,78,（株）タカサキ医療器（けんもち医院）,タカサキ医療（けんも,ﾀｶｻｷｲﾘｮｳｷ,（株）タカサキ医療器（けんもち医院）,3703523,群馬県高崎市福島町７０４－３,,,027-372-4811,027-372-4661,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2022-10-06 00:00:00,2022-12-04 22:30:27,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16145,294761,1,707181,0000294761,19,宇都宮営業チーム,10,4431,河村　真太郎,0,,,2,,0,0,75,78,医療法人　けんもち医院（タカサキ医療器）,けんもち医院（タカサ,ｹﾝﾓﾁｲｲﾝ,（株）タカサキ医療器（けんもち医院）,3770423,群馬県吾妻郡中之条町大字伊勢町８,３７－１,,0279-75-5155,0279-75-1097,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2022-10-06 00:00:00,2022-12-04 22:30:27,1409.0,2026-05-26 05:10:04,True,False,True,True,False
16146,294779,0,294779,0000294779,20,松山営業所,38,5803,河本　恭輔,0,,,2,,1,1,71,78,株式会社　ミューコンタクト,ミューコンタクト,ｶﾌﾞｼｷｶｲｼｬ ﾐｭｰｺﾝﾀｸﾄ,株式会社　ミューコンタクト,7920812,愛媛県新居浜市坂井町,３丁目６－２６,,0897-66-2225,0897-66-2800,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,True,False,True,True,True
16147,294882,0,294882,0000294882,3,仙台営業所,4,3030,川島　智,0,409,(ﾕｳ)ﾒｶﾞｺﾝ(ﾐﾔｷﾞ),2,,1,1,75,78,眼鏡・コンタクトの青い鳥,青い鳥,ｱｵｲﾄﾘ,眼鏡・コンタクトの青い鳥,9893122,宮城県仙台市青葉区栗生,７丁目１０－２,あやし眼科クリニックビル内,022-302-8447,022-302-9188,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,True,False
16148,294890,0,294890,0000294890,22,東海営業１課,23,5785,志波　竜司,0,190,(ｶﾌﾞ)ﾆﾎﾝｵﾌﾟﾁｶﾙ,2,,1,1,71,78,ハートアップ　イオンモール大高店,ハートアップ大高,ﾊｰﾄｱｯﾌﾟ ｲｵﾝﾓｰﾙｵｵﾀﾞｶﾃﾝ,ハートアップ　イオンモール大高店,4598016,愛知県名古屋市緑区南大高,二丁目４５０番地,イオンモール大高１階,052-626-1718,052-626-1766,000112,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,True,False,True,False,True
16149,294913,0,294913,0000294913,49,関西第２営業チーム,26,5352,磯部　奎佑,0,,,2,,0,0,71,78,アイケアコンタクト北山,アイケア北山,ｱｲｹｱｺﾝﾀｸﾄｷﾀﾔﾏ,アイケアコンタクト北山,6038052,京都市北区上賀茂松本町９６－４,,,075-791-5288,075-791-5288,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:27,1409.0,2026-05-26 05:10:04,True,True,True,True,True
16150,294962,0,294962,0000294962,22,東海第１営業チーム,21,5658,上田　悟史,0,257,ｺﾝﾀｸﾄﾗﾝﾄﾞ,2,,0,0,71,78,コンタクトランド　岐南各務原店,ランド岐南各務原店,ｺﾝﾀｸﾄﾗﾝﾄﾞｷﾞﾅﾝｶｶﾐｶﾞﾊﾗﾃﾝ,コンタクトランド　岐南各務原店,5016012,岐阜県羽島郡岐南町八剣１－１３,,,058-259-3465,058-259-3465,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2021-04-02 00:00:00,2023-01-19 22:30:29,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16151,294970,0,294970,0000294970,11,西ブロック２課,40,2570,志水　勇治,0,161,ﾒｶﾞﾈｽｰﾊﾟｰ,2,,1,1,74,78,カラール小倉魚町銀天街店（７４７）,カラール小倉魚町,ｶﾗｰﾙｺｸﾗｳｵﾏﾁｷﾞﾝﾃﾝｶﾞｲﾃﾝ(747),カラール小倉魚町銀天街店（７４７）,8020006,福岡県北九州市小倉北区魚町１－３－１,松田ビル１Ｆ,,093-512-8887,093-512-8887,747,0,2020-11-25 15:34:37,storemaster,2011-06-06 09:00:00,2012-03-31 09:00:00,2020-11-26 16:47:09,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16152,294996,0,294996,0000294996,22,東海営業１課,21,106814,橋本　翔太,0,,,2,,1,1,71,78,メグミコンタクト,メグミコンタクト,ﾒｸﾞﾐｺﾝﾀｸﾄ,メグミコンタクト,5040905,各務原市蘇原六軒町４－４６,さらさらクリニック内,,058-382-6277,058-389-0693,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-02-03 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,True,False,True,False,False
16153,295004,0,295004,0000295004,49,関西営業２課,27,4489,籾山　恒平,0,255,ｱｲｼﾃｨ,2,,1,1,71,78,アイシティ　アリオ鳳店,アイシティアリオ鳳,ｱｲｼﾃｨｱﾘｵｵｵﾄﾘﾃﾝ,アイシティ　アリオ鳳店,5938325,大阪府堺市西区鳳南町,３－１９９－１２,アリオ鳳ショッピングセンター３Ｆ,072-272-2202,072-272-2207,0651,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-05-11 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,True,False,True,True,True
16154,295061,0,295061,0000295061,252,関西第４営業チーム,27,2906,番匠　重夫,0,,,2,,0,0,71,78,さくらコンタクト,さくらコンタクト,ｻｸﾗｺﾝﾀｸﾄ,さくらコンタクト,5860024,大阪府河内長野市西之山町８－５８,ＣＯＣＯＭＯⅢビル２Ｆ,,0721-52-0880,0721-52-0660,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:27,1409.0,2026-05-26 05:10:04,True,False,True,True,True
16155,295079,0,295079,0000295079,8,九州営業１課,44,2568,住本　琢彦,0,221,ﾖﾈｻﾞﾜｺﾝﾀｸﾄ,2,,1,1,74,78,メガネのヨネザワ大分中央店,ヨネザワ大分中央店,ﾒｶﾞﾈﾉﾖﾈｻﾞﾜ ｵｵｲﾀﾁｭｳｵｳﾃﾝ,メガネのヨネザワ大分中央店,8700035,大分県大分市中央町２－３－１９,大津ビル１Ｆ,,097-513-5922,097-513-5923,133,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,True,False,True,True,False
16156,295087,0,295087,0000295087,3,仙台営業所,6,5929,遠藤　雅刀,0,,,2,,1,1,75,78,合同会社　山辺コンタクト（山形）,（合）山辺Ｃ（山形）,ｺﾞｳﾄﾞｳｶﾞｲｼｬﾔﾏﾉﾍﾞC(ﾔﾏｶﾞﾀ),合同会社　山辺コンタクト（山形）,9900300,山形県東村山郡山辺町山辺６１３９－６,ひでたま胃腸科・眼科クリニック隣,,023-665-8876,023-665-8875,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,True
16157,295126,0,295126,0000295126,49,関西第２営業チーム,26,4489,籾山　恒平,0,,,2,,0,0,71,78,ａｂ’ｓコンタクト,ＡＢ’Ｓコンタクト,ｴｰﾋﾞｰｽﾞｺﾝﾀｸﾄ,ａｂ’ｓコンタクト,6048027,京都市中京区河原町通蛸薬師下ル,塩屋町三條サクラヤビル８Ｆ,,075-257-3327,075-257-3328,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:27,1409.0,2026-05-26 05:10:04,True,False,True,True,True
16158,295214,0,295214,0000295214,22,東海営業１課,23,5785,志波　竜司,0,5,ｷｸﾁﾒｶﾞﾈ,2,,0,1,71,78,（２４０）キクチメガネ　イオン大高店,キクチ　イオン大高,ｷｸﾁﾒｶﾞﾈ ｲｵﾝｵｵﾀﾞｶﾃﾝ,（２４０）キクチメガネ　イオン大高店,4598001,名古屋市緑区大高町字奥平子１－１,イオン大高ショッピングセンター１Ｆ,,052-621-5320,052-626-1080,240,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16159,295263,0,295263,0000295263,251,関西第３営業チーム,27,5838,蛭田　義浩,0,,,2,,0,0,71,78,桜塚コンタクト,桜塚コンタクト,ｻｸﾗﾂﾞｶｺﾝﾀｸﾄ,桜塚コンタクト,5610881,大阪府豊中市桜塚２－２０－１２,田中ビル２Ｆ,,06-6858-3110,06-4865-5312,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:27,1409.0,2026-05-26 05:10:04,True,False,True,False,True
16160,295271,0,295271,0000295271,20,松山営業所,39,5803,河本　恭輔,0,,,2,,1,1,71,78,西田順天堂薬局　明見店,西田順天堂薬局明見店,ﾆｼﾀﾞｼﾞｭﾝﾃﾝﾄﾞｳﾔｯｷｮｸ ｱｹﾐﾃﾝ,西田順天堂薬局　明見店,7830007,高知県南国市明見,字堀井甲５６６－１,,088-880-6002,088-880-6003,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,False,False,True,False,False
16161,295301,0,295301,0000295301,22,東海営業１課,24,2740,宇津野　博,0,,,2,,1,1,71,78,アイ・エコ,アイ・エコ,ｱｲ･ｴｺ,アイ・エコ,5140009,三重県津市羽所町３９９,東海眼科ビル内１Ｆ,,059-228-8113,059-253-8117,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,True,True,True,False,True
16162,295335,0,295335,0000295335,257,キーアカウント営業課,11,5656,野田　凌平,0,374,ｺｽﾄｺﾎｰﾙｾｰﾙ,2,,1,1,75,78,コストコ入間倉庫店オプティカル,コストコ入間倉庫店,ｺｽﾄｺｲﾙﾏｿｳｺﾃﾝｵﾌﾟﾃｨｶﾙ,コストコ入間倉庫店オプティカル,3580014,埼玉県入間市宮寺,３１６９－２,,04-2935-2767,04-2935-2767,865,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,True,True,True,False,True
16163,295415,0,295415,0000295415,18,首都圏営業２課,13,106708,渡辺　ゆりこ,0,255,ｱｲｼﾃｨ,2,,1,1,75,78,アイシティ　アリオ葛西店,アイシティアリオ葛西,ｱｲｼﾃｨ ｱﾘｵｶｻｲﾃﾝ,アイシティ　アリオ葛西店,1340084,東京都江戸川区東葛西,９－３－３,アリオ葛西店２Ｆ,03-5667-4788,03-5667-4822,0488,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-05-11 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,True,False,True,True,True
16164,295431,0,295431,0000312943,57,関東ドラッグストア営業１課,1,2270,大崎　隆,0,425,(ｶﾌﾞ)ﾘｰﾄﾞﾍﾙｽｹｱ,2,,0,1,75,78,（株）リードヘルスケア北海道　札幌物流Ｃ,リード　札幌物流Ｃ,ﾘｰﾄﾞﾍﾙｽｹｱﾎｯｶｲﾄﾞｳ ｻｯﾎﾟﾛﾌﾞﾂﾘｭｳC,株）リードヘルスケア業務部仕入買掛管理課,30030,北海道札幌市白石区流通センター,２丁目５番５号１１１,,011-846-5181,011-846-5166,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2022-04-04 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16165,295449,0,295449,0000295449,18,首都圏第２営業チーム,11,5656,野田　凌平,0,,,2,,0,0,75,78,（株）平和医用商会（つくば橋本眼科）,平和医用商会（つくば,ｶ)ﾍｲﾜｲﾖｳｼｮｳｶｲ(ﾂｸﾊﾞﾊｼﾓﾄﾊﾞﾝｶ),（株）平和医用商会（つくば橋本眼科）,3310825,埼玉県さいたま市北区櫛引町,２－１８５－６,,048-664-1503,048-652-5744,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2022-04-04 00:00:00,2023-01-19 22:30:29,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16166,295449,1,707210,0000295449,34,水戸営業所,8,3034,宮川　貴史,0,,,2,,0,0,75,78,つくば橋本眼科（（株）平和医用商会）,つくば橋本眼科,ﾂｸﾊﾞﾊｼﾓﾄｶﾞﾝｶ(ｶ)ﾍｲﾜｲﾖｳｼｮｳｶｲ,つくば橋本眼科（（株）平和医用商会）,3050021,茨城県つくば市古来字沖畑５３０,,,029-857-8840,029-857-8846,,0,2020-11-25 15:34:37,storemaster,2011-06-06 09:00:00,2011-07-12 09:00:00,2020-11-26 16:47:09,1409.0,2026-05-26 05:10:04,True,False,True,False,True
16167,295456,0,295456,0000295456,24,盛岡営業所,3,6621,荒川　朋也,0,195,ﾁｭｳｵｳｺﾝﾀｸﾄ,2,,1,1,75,78,中央コンタクトフェザン盛岡店,中央ＣＬフェザン盛岡,ﾁｭｳｵｳｺﾝﾀｸﾄﾌｪｻﾞﾝﾓﾘｵｶﾃﾝ,中央コンタクトフェザン盛岡店,200034,岩手県盛岡市盛岡駅前通１－４４,フェザン盛岡本館３Ｆ,,019-621-9500,019-651-5702,309,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,True,False,True,True,True
16168,295480,0,295480,0000295480,7,広島第１営業チーム,34,2533,濱本　正幸,0,6,ｶﾌﾞｼｷｶｲｼｬﾊﾟﾘﾐｷ,2,,0,0,71,78,（株）三城　福山駅前店（１３１６）,三城　福山駅前,ﾐｷﾌｸﾔﾏｴｷﾏｴﾃﾝ(1316),（株）三城　福山駅前店（１３１６）,7200066,広島県福山市三之丸町１－８,キャスパ１Ｆ,,084-928-4988,084-932-6566,1316,6,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2022-04-04 00:00:00,2022-06-24 22:30:10,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16169,295498,0,295498,0000295498,226,首都圏営業３課,14,4270,佐藤　好典,0,,,2,,1,1,71,78,グリーンコンタクト,グリーンコンタクト,ｸﾞﾘｰﾝｺﾝﾀｸﾄ,グリーンコンタクト,2500011,神奈川県小田原市栄町１－１４－９,ＮＴビルⅠ　２Ｆ,,0465-21-0550,0465-21-0553,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,False,False,True,True,True
16170,295528,0,295528,0000295528,85,（旧）西日本メルス営業課,40,2062,吉福　央,0,,,1,,0,0,71,78,西日本メルスプラン営業課　一般余剰,西日本メルス一般余剰,ﾆｼﾆﾎﾝﾒﾙｽﾌﾟﾗﾝｴｲｷﾞｮｳｶｲｯﾊﾟﾝﾖｼﾞｮｳ,西日本メルスプラン営業課　一般余剰,8100041,福岡市中央区大名二丁目６－５０,福岡大名ガーデンシティ６階,株式会社　メニコン,092-753-5070,092-753-5560,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2025-02-21 00:00:00,2026-05-25 22:30:33,1409.0,2026-05-26 05:10:04,False,False,False,False,False
16171,295536,0,295536,0000295536,7,広島営業所,34,106910,白木　南名,0,,,2,,0,0,74,78,アルフレッサ（藤堂眼科）,アルフレッサ（藤堂眼,ｱﾙﾌﾚｯｻ(ﾄｳﾄﾞｳｶﾞﾝｶ),アルフレッサ（藤堂眼科）,7338633,広島県広島市西区商工センター,１－２－１９,,082-501-0466,082-279-7133,,0,2020-11-25 15:34:37,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-04-27 22:30:32,1409.0,2026-05-26 05:10:04,False,False,False,False,False
